codice_tipologia,nome,macro_categoria,denominazione,[soggetto],[formato],formato,titolo,[titolo prodotto],nome2,[nome produttore],codice_licenza_app,codice_licenza_app2,denominazione2,[nome licenza],rilevanza,descrizione,codice_localizzazione,comune,provincia,regione,lat,lon
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,5961,Rovereto,TN,Trentino Alto Adige,45.891,11.0398
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,5965,Rovigo,RO,Veneto,45.0698,11.7902
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,5706,Rio Saliceto,RE,Emilia Romagna,44.8106,10.8044
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,1319,Caprino Veronese,VR,Veneto,45.6062,10.7948
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,4086,Modena,MO,Emilia Romagna,44.6488,10.9201
C7,"Enti Pubblici Produttori di Servizi Assistenziali, Ricreativi e Culturali",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,4618,Nole,TO,Piemonte,45.2434,7.57421
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,2252,Colorno,PR,Emilia Romagna,44.9319,10.3777
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,1404,Carpi,MO,Emilia Romagna,44.7839,10.8797
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,7772,Vidor,TV,Veneto,45.8615,12.0387
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,4280,Montecchio Maggiore,VI,Veneto,45.498,11.4213
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,5043,Pergine Valsugana,TN,Trentino Alto Adige,46.0617,11.237
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,2349,Cornuda,TV,Veneto,45.8307,12.0053
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,7378,Trento,TN,Trentino Alto Adige,46.0697,11.1211
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,3499,Lavis,TN,Trentino Alto Adige,46.1408,11.1125
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,2135,Cittadella,PD,Veneto,45.6488,11.7836
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Softwaer per la gestione economica patrimoniale,2537,Desio,MB,Lombardia,45.6232,9.21004
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,2000,Cesena,FC,Emilia Romagna,44.1396,12.2464
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,2814,Folgaria,TN,Trentino Alto Adige,45.9157,11.1718
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,7378,Trento,TN,Trentino Alto Adige,46.0697,11.1211
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,5228,Pinzolo,TN,Trentino Alto Adige,46.1598,10.765
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,2595,Dro,TN,Trentino Alto Adige,45.9604,10.9102
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,2317,Cordenons,PN,Friuli Venezia Giulia,45.9858,12.7036
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,5194,Pieve Di Cento,BO,Emilia Romagna,44.7149,11.3041
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' ECONOMICA,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,4030,Mezzocorona,TN,Trentino Alto Adige,46.2153,11.1199
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,Contabilità economica,Contabilità economica,Cba informatica srl,Cba informatica,1083,1083,Licenza d’uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,2342,Cornedo Vicentino,VI,Veneto,45.6151,11.3376
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,Contabilità economica,Contabilità economica,Cba informatica srl,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economicopatrimoniale,506,Barbarano Vicentino,VI,Veneto,45.4099,11.5396
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,Contabilità economica,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,2,Gestione della corrispondenza in entrata ed in uscita,4263,Montebello Vicentino,VI,Veneto,45.4595,11.3852
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,Contabilità economica,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,7099,Taio,TN,Trentino Alto Adige,46.3224,11.0658
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,Contabilità economica,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,2,Gestione della corrispondenza in entrata ed in uscita,4263,Montebello Vicentino,VI,Veneto,45.4595,11.3852
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,Contabilità economica,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,903,Bressanone,BZ,Trentino Alto Adige,46.7172,11.6575
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,Contabilità economica,Contabilità economica,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,2,Gestione della corrispondenza in entrata ed in uscita,4263,Montebello Vicentino,VI,Veneto,45.4595,11.3852
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Contabilità Economica,Contabilità economica,Data processing,Data processing,1078,1078,Licenza d'uso,Licenza d'uso,1,"Contabilità EP, bilancio e fatturazione elettronica attiva e passiva",3803,Mantova,MN,Lombardia,45.1564,10.7914
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Contabilità Economica,Contabilità economica,Data Processing S.p.a.,Data processing,1078,1078,Licenza d'uso,Licenza d'uso,1,"Contabilità EP, bilancio e fatturazione elettronica attiva e passiva",7396,Treviglio,BG,Lombardia,45.5211,9.59512
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Contabilità Economica,Contabilità economica,"Data Processing Via del Lavoro, 17 40127 Bologna","Data Processing Via del Lavoro, 17 40127 Bologna",1078,1078,Licenza d'uso,Licenza d'uso,1,"Contabilità EP, bilancio e fatturazione elettronica attiva e passiva",4442,Monza,MB,Lombardia,45.5872,9.27221
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Microsoft sql server,Contabilità economica,Contabilità economica,Esakon snc,Esakon,354,354,Cloud computing,Cloud computing,1,"L’applicativo consente la gestione della contabilità economica nel suo complesso. In modo facoltativo è possibile gestire l’IVA pro rata, l’IVA separata, i corrispettivi, la gestione dei rapporti con la tesoreria per i mandati e le riversali. La contabilità economica è collegata e alimentata dai diversi moduli che compongono il sistema informativo SherpaWeb. I moduli analisi di bilancio e controllo gestione, parte integrante del programma, permettono di riclassificare i dati contabili in modo totalmente autonomo e diverso rispetto alla struttura base del piano dei conti. Alcune riclassificazioni sono preimpostate (ad esempio il bilancio secondo la IV direttiva CEE) mentre molte altre possono essere costruite in base alle proprie esigenze e/o necessità. Nello stesso modo il programma permette la gestione di bari budget, laddove necessario, con struttura anche totalmente diversa dal piano dei conti.",2602,Dueville,VI,Veneto,45.6355,11.5488
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Microsoft sql server,Contabilità economica,Contabilità economica,Esakon snc,Esakon,354,354,Cloud computing,Cloud computing,1,"L’applicativo consente la gestione della contabilità economica nel suo complesso. In modo facoltativo è possibile gestire l’IVA pro rata, l’IVA separata, i corrispettivi, la gestione dei rapporti con la tesoreria per i mandati e le riversali. La contabilità economica è collegata e alimentata dai diversi moduli che compongono il sistema informativo SherpaWeb. I moduli analisi di bilancio e controllo gestione, parte integrante del programma, permettono di riclassificare i dati contabili in modo totalmente autonomo e diverso rispetto alla struttura base del piano dei conti. Alcune riclassificazioni sono preimpostate (ad esempio il bilancio secondo la IV direttiva CEE) mentre molte altre possono essere costruite in base alle proprie esigenze e/o necessità. Nello stesso modo il programma permette la gestione di bari budget, laddove necessario, con struttura anche totalmente diversa dal piano dei conti.",6898,Solagna,VI,Veneto,45.8193,11.7142
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Microsoft sql server,Contabilità economica,Contabilità economica,Esakon snc,Esakon,354,354,Cloud computing,Cloud computing,1,"L’applicativo consente la gestione della contabilità economica nel suo complesso. In modo facoltativo è possibile gestire l’IVA pro rata, l’IVA separata, i corrispettivi, la gestione dei rapporti con la tesoreria per i mandati e le riversali. La contabilità economica è collegata e alimentata dai diversi moduli che compongono il sistema informativo SherpaWeb. I moduli analisi di bilancio e controllo gestione, parte integrante del programma, permettono di riclassificare i dati contabili in modo totalmente autonomo e diverso rispetto alla struttura base del piano dei conti. Alcune riclassificazioni sono preimpostate (ad esempio il bilancio secondo la IV direttiva CEE) mentre molte altre possono essere costruite in base alle proprie esigenze e/o necessità. Nello stesso modo il programma permette la gestione di bari budget, laddove necessario, con struttura anche totalmente diversa dal piano dei conti.",1932,Cerea,VR,Veneto,45.1931,11.2101
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Microsoft sql server,Contabilità economica,Contabilità economica,Esakon snc,Esakon,354,354,Cloud computing,Cloud computing,1,"L’applicativo consente la gestione della contabilità economica nel suo complesso. In modo facoltativo è possibile gestire l’IVA pro rata, l’IVA separata, i corrispettivi, la gestione dei rapporti con la tesoreria per i mandati e le riversali. La contabilità economica è collegata e alimentata dai diversi moduli che compongono il sistema informativo SherpaWeb. I moduli analisi di bilancio e controllo gestione, parte integrante del programma, permettono di riclassificare i dati contabili in modo totalmente autonomo e diverso rispetto alla struttura base del piano dei conti. Alcune riclassificazioni sono preimpostate (ad esempio il bilancio secondo la IV direttiva CEE) mentre molte altre possono essere costruite in base alle proprie esigenze e/o necessità. Nello stesso modo il programma permette la gestione di bari budget, laddove necessario, con struttura anche totalmente diversa dal piano dei conti.",4464,Mori,TN,Trentino Alto Adige,45.8514,10.9788
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Microsoft sql server,Contabilità economica,Contabilità economica,Esakon snc,Esakon,354,354,Cloud computing,Cloud computing,1,"L’applicativo consente la gestione della contabilità economica nel suo complesso. In modo facoltativo è possibile gestire l’IVA pro rata, l’IVA separata, i corrispettivi, la gestione dei rapporti con la tesoreria per i mandati e le riversali. La contabilità economica è collegata e alimentata dai diversi moduli che compongono il sistema informativo SherpaWeb. I moduli analisi di bilancio e controllo gestione, parte integrante del programma, permettono di riclassificare i dati contabili in modo totalmente autonomo e diverso rispetto alla struttura base del piano dei conti. Alcune riclassificazioni sono preimpostate (ad esempio il bilancio secondo la IV direttiva CEE) mentre molte altre possono essere costruite in base alle proprie esigenze e/o necessità. Nello stesso modo il programma permette la gestione di bari budget, laddove necessario, con struttura anche totalmente diversa dal piano dei conti.",3774,Malo,VI,Veneto,45.6554,11.3977
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Microsoft sql server,Contabilità economica,Contabilità economica,Esakon snc,Esakon,354,354,Cloud computing,Cloud computing,1,"L’applicativo consente la gestione della contabilità economica nel suo complesso. In modo facoltativo è possibile gestire l’IVA pro rata, l’IVA separata, i corrispettivi, la gestione dei rapporti con la tesoreria per i mandati e le riversali. La contabilità economica è collegata e alimentata dai diversi moduli che compongono il sistema informativo SherpaWeb. I moduli analisi di bilancio e controllo gestione, parte integrante del programma, permettono di riclassificare i dati contabili in modo totalmente autonomo e diverso rispetto alla struttura base del piano dei conti. Alcune riclassificazioni sono preimpostate (ad esempio il bilancio secondo la IV direttiva CEE) mentre molte altre possono essere costruite in base alle proprie esigenze e/o necessità. Nello stesso modo il programma permette la gestione di bari budget, laddove necessario, con struttura anche totalmente diversa dal piano dei conti.",3354,Isera,TN,Trentino Alto Adige,45.8867,11.009
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Microsoft sql server,Contabilità economica,Contabilità economica,Esakon snc,Esakon,354,354,Cloud computing,Cloud computing,1,"L’applicativo consente la gestione della contabilità economica nel suo complesso. In modo facoltativo è possibile gestire l’IVA pro rata, l’IVA separata, i corrispettivi, la gestione dei rapporti con la tesoreria per i mandati e le riversali. La contabilità economica è collegata e alimentata dai diversi moduli che compongono il sistema informativo SherpaWeb. I moduli analisi di bilancio e controllo gestione, parte integrante del programma, permettono di riclassificare i dati contabili in modo totalmente autonomo e diverso rispetto alla struttura base del piano dei conti. Alcune riclassificazioni sono preimpostate (ad esempio il bilancio secondo la IV direttiva CEE) mentre molte altre possono essere costruite in base alle proprie esigenze e/o necessità. Nello stesso modo il programma permette la gestione di bari budget, laddove necessario, con struttura anche totalmente diversa dal piano dei conti.",4074,Mirano,VE,Veneto,45.495,12.1159
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Microsoft sql server,Contabilità economica,Contabilità economica,Esakon snc,Esakon,354,354,Cloud computing,Cloud computing,6,"L’applicativo consente la gestione della contabilità economica nel suo complesso. In modo facoltativo è possibile gestire l’IVA pro rata, l’IVA separata, i corrispettivi, la gestione dei rapporti con la tesoreria per i mandati e le riversali. La contabilità economica è collegata e alimentata dai diversi moduli che compongono il sistema informativo SherpaWeb. I moduli analisi di bilancio e controllo gestione, parte integrante del programma, permettono di riclassificare i dati contabili in modo totalmente autonomo e diverso rispetto alla struttura base del piano dei conti. Alcune riclassificazioni sono preimpostate (ad esempio il bilancio secondo la IV direttiva CEE) mentre molte altre possono essere costruite in base alle proprie esigenze e/o necessità. Nello stesso modo il programma permette la gestione di bari budget, laddove necessario, con struttura anche totalmente diversa dal piano dei conti.",1208,Canal San Bovo,TN,Trentino Alto Adige,46.1561,11.7315
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,2,,2814,Folgaria,TN,Trentino Alto Adige,45.9157,11.1718
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica srl,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,2,Software per la gestione finanziaria patrimoniale,3761,Malcesine,VR,Veneto,45.7642,10.8101
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione economica patrimoniale,7470,Udine,UD,Friuli Venezia Giulia,46.0711,13.2346
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,4,Software per la gestione della contabilità finanziaria,6420,Sandrigo,VI,Veneto,45.657,11.6025
C7,"Enti Pubblici Produttori di Servizi Assistenziali, Ricreativi e Culturali",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,5,Software per la gestione finanziaria dell'Ente,4864,Padova,PD,Veneto,45.4064,11.8768
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,8,Software per la gestione della contabilità finanziaria,3551,Levico Terme,TN,Trentino Alto Adige,46.013,11.2978
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,2,Software per la gestione finanziaria specifico per le IPAB,7760,Vicenza,VI,Veneto,45.5455,11.5354
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,3,Software per la gestione della contabilita' finanziaria,4649,Noventa Vicentina,VI,Veneto,45.2907,11.5393
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,2,Software per la gestione finanziaria patrimoniale,4680,Oderzo,TV,Veneto,45.7798,12.4973
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,3,Software per la gestione finanziaria patrimoniale,5197,Pieve Di Teco,IM,Liguria,44.0466,7.91499
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,2,Software per la gestione Finanziaria,3443,Lamon,BL,Veneto,46.0452,11.7482
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,3,Software per la gestione della contabilità finanziara,4751,Orgiano,VI,Veneto,45.3513,11.4617
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,3,Software per la gestione della contabilità pubblica (solo consultazione storica),4030,Mezzocorona,TN,Trentino Alto Adige,46.2153,11.1199
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Firebird,Firebird,CONTABILITA' FINANZIARIA,Contabilità finanziaria,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,4,Software per la gestione finanziaria,5239,Piove Di Sacco,PD,Veneto,45.2969,12.035
