codice_tipologia,provincia,regione,soggetto,formato,prodotto,produttore
L34,UD,Friuli Venezia Giulia,Bilancio,Firebird,Contabilità finanziaria,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Microsoft SQL server express e Firebird,Contabilità ospiti,Cba informatica
L34,VR,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
C7,TO,Piemonte,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,RE,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,PD,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
C7,PD,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,MO,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VR,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,UD,Friuli Venezia Giulia,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,RA,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VR,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,IM,Liguria,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,BL,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,PD,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VE,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VR,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,PD,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,PD,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,PD,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,MB,Lombardia,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,BO,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VR,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
C7,CN,Piemonte,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,RO,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,PN,Friuli Venezia Giulia,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,RE,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,IM,Liguria,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,RA,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,UD,Friuli Venezia Giulia,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,MO,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
C7,TO,Piemonte,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,FE,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,RE,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,MO,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,PD,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,PR,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,MO,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,PD,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
C7,TO,Piemonte,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TS,Friuli Venezia Giulia,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,UD,Friuli Venezia Giulia,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,PR,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,FC,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,BO,Emilia Romagna,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,FE,Emilia Romagna,Previdenza e assistenza,Firebord,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,UD,Friuli Venezia Giulia,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,UD,Friuli Venezia Giulia,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,BZ,Trentino Alto Adige,Previdenza e assistenza,Firebird,Contabilità ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,CONTABILITA' UTENTI,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,CONTABILITA' UTENTI,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,CONTABILITA' UTENTI,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,CONTABILITA' UTENTI,Cba informatica
L34,TN,Trentino Alto Adige,Altro: Gestione utenti,Firebird,CONTABILITA' UTENTI,Cba informatica
L8,PZ,Basilicata,Lavoro,Oracle,ContoAnnuale,Publisys S.p.A
L34,TN,Trentino Alto Adige,Lavoro,Firebird,CONTROLLO ACCESSI,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Controllo di Gestione,Cba informatica
L34,VI,Veneto,Lavoro,Firebird,Controllo di Gestione,Cba informatica
L34,MB,Lombardia,Lavoro,Firebird,Controllo di Gestione,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Controllo di Gestione,Cba informatica
L8,MN,Lombardia,Salute,Oracle,Controllo di Gestione,Data processing
L8,BG,Lombardia,Salute,Oracle,Controllo di Gestione,Data processing
L8,MB,Lombardia,Salute,Oracle,Controllo di Gestione,Data processing
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,CONTROLLO FLUSSO NSIS,Cba informatica
L7,VA,Lombardia,Salute,Oracle,Controllo Gestione,Oslo srl
L34,RA,Emilia Romagna,Lavoro,Firebird,CONTROLLO GESTIONE PERSONALE,Cba informatica
L8,BO,Emilia Romagna,Salute,Oracle,Controllo Trasfusioni,SORI
L34,VI,Veneto,Bilancio,Microsoft SQL Server,Coordinamento amministrativo Ospiti,Esakon snc
L34,VR,Veneto,Salute,Microsoft SQL Server,Coordinamento amministrativo Ospiti,Esakon snc
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Microsoft SQL Server,Coordinamento amministrativo Ospiti,Esakon snc
L34,PC,Emilia Romagna,Salute,Microsoft SQL Server,Coordinamento amministrativo Ospiti,Esakon snc
L34,VE,Veneto,Salute,Microsoft SQL Server,Coordinamento amministrativo Ospiti,Esakon snc
L7,LU,Toscana,Salute,Oracle,CORNEE,Mesis
L8,CZ,Calabria,Gestione documentale,Microsoft SQL Server,CRCC,Tesi
L7,PG,Umbria,Salute,Mysql,CredNet,System Tecnology S.r.l.
L7,TR,Umbria,Salute,Mysql,CredNet,Systems Technology
L7,BO,Emilia Romagna,Salute,Oracle,CRSNet,SggSoft
L34,MB,Lombardia,Salute,Mysql,CRS-SISS,LISPA Spa
L8,PZ,Basilicata,Salute,Sql,CRTOOL,Ivan Rahid
L34,VI,Veneto,Lavoro,Firebird,Cruscotto di Direzione,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,CSS,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,CSS,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,CSS,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,CSS,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,CSS,Cba informatica
L34,RN,Emilia Romagna,Previdenza e assistenza,Firebird,CSS,Cba informatica
L7,TR,Umbria,Salute,Microsoft SQL Server,CSS - Audit Individuale,Sistematica S.p.a.
L34,BL,Veneto,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,RA,Emilia Romagna,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,RA,Emilia Romagna,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,MB,Lombardia,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,PD,Veneto,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,PD,Veneto,Previdenza e assistenza,Firebird,CSS (CARTELLA SANITARIA),Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L7,TR,Umbria,Salute,Microsoft SQL Server,CSS - Distribuzione diretta farmaci,Sistematica S.p.a.
L7,TR,Umbria,Salute,Microsoft SQL Server,CSS - Farmacovigilanza,Sistematica S.p.a.
L7,TR,Umbria,Salute,Microsoft SQL Server,CSS - Prescrizione ricette,Sistematica S.p.a.
L7,TR,Umbria,Salute,Microsoft SQL Server,CSS- Verifica attività MMG,Sistematica S.p.a.
L7,TR,Umbria,Salute,Microsoft SQL Server,CSS - Verifica attività PLS,Sistematica S.p.a.
L7,TR,Umbria,Salute,Microsoft SQL Server,Cucspo,Ylios S.r.l.
L8,PZ,Basilicata,Lavoro,Oracle,CUD,Publisys S.p.A
L8,MN,Lombardia,Salute,Oracle,CUP,Data processing
L8,BG,Lombardia,Salute,Oracle,CUP,Data processing
L7,TE,Abruzzo,Salute,DB2 AS/400,CUP,Iasi s.rl.
L7,TO,Piemonte,Salute,Cache,CUP,Intersystems
L8,PZ,Basilicata,Salute,Sql,CUP,Regione Basilicata
L7,PZ,Basilicata,Salute,Sql,CUP,Regione Basilicata
L8,PZ,Basilicata,Salute,Sql,CUP,Regione Basilicata
L7,PZ,Basilicata,Salute,Sql,CUP,Regione Basilicata
L8,PZ,Basilicata,Salute,Sql,CUP,Regione Basilicata
L7,PZ,Basilicata,Salute,Sql,CUP,Regione Basilicata
L7,CR,Lombardia,Salute,Oracle,Cup Cassa Consultori,Santer Reply S.p.a. - Milano
L8,MB,Lombardia,Salute,Oracle,CUP G2,Insiel Mercato SpA AREA Science Park – Padriciano 99 – 34149 Trieste
L7,RO,Veneto,Salute,Oracle,CUP LITHE,Insiel mercato
L7,BS,Lombardia,Salute,Oracle,CUPNET,Hitech S.p.A.
L7,BS,Lombardia,Salute,Oracle,CUPNET,Hitech S.p.A.
L7,AL,Piemonte,Salute,DB2 AS/400,CUP Radiologia e RSM,Dedalus
L7,CN,Piemonte,Salute,Oracle,Cup Recall,AMOS
L7,RO,Veneto,Salute,Oracle,CUPweb,Insiel mercato
L7,MI,Lombardia,Altro: amministrazione,NSF IBM Domino,Curriculum Vitae,IBM Italia Spa
L7,AO,Valle D'Aosta,Soccorso e/o protezione civile,Oracle,CUS,Insiel mercato
L7,OG,Sardegna,Salute,Mysql,DAE,SardegnaIT
L8,BO,Emilia Romagna,Salute,Oracle,Data Warehouse,Oslo
L8,BO,Emilia Romagna,Salute,Oracle,Data Warehouse,Oslo
L34,UD,Friuli Venezia Giulia,Trasparenza,Mysql,DB Albo Pretorio,DB Informatica
L34,UD,Friuli Venezia Giulia,Trasparenza,Microsoft SQL Server,DB Albo Pretorio,DB Informatica
L34,UD,Friuli Venezia Giulia,Trasparenza,Microsoft SQL Server,DB Albo Pretorio,DB Informatica
L34,UD,Friuli Venezia Giulia,Altro: Determine,Microsoft SQL Server,DB Det.net,DB Informatica
L34,UD,Friuli Venezia Giulia,Altro: determinazioni dei responsabili di servizio,Microsoft SQL Server,DB Det.net,DB Informatica
L34,UD,Friuli Venezia Giulia,Trasparenza,Microsoft SQL Server,DB Det.net,DB Informatica
L34,UD,Friuli Venezia Giulia,Altro: delibere,DBMS MS Access,DB Gestione delibere,DB Informatica
L34,UD,Friuli Venezia Giulia,Altro: delibere,DBMS MS Access,DB Gestione delibere,DB Informatica
L34,UD,Friuli Venezia Giulia,Trasparenza,DBMS MS Access,DB Gestione delibere,DB Informatica
L8,BA,Puglia,Salute,SQL server 2008 r2 express,DBLURTO,La Traccia
L34,UD,Friuli Venezia Giulia,Trasparenza,Mysql,DB Trasparenza,DB Informatica
L34,UD,Friuli Venezia Giulia,Trasparenza,Microsoft SQL Server,DB Trasparenza,DB Informatica
L8,BS,Lombardia,Salute,Microsoft SQL Server,Decreti,Edok
L7,BS,Lombardia,Salute,Oracle,Decreti,Siav
L7,BS,Lombardia,Salute,Oracle,Decreti,Siav
L7,PI,Toscana,Comunicazioni,Mysql,Deliberazioni,Estav Nord Ovest
L7,PI,Toscana,Comunicazioni,Mysql,Deliberazioni,Estav Nord Ovest
L7,LU,Toscana,Comunicazioni,Oracle,Delibere,Caribel Programmazione
L34,TV,Veneto,Altro: gestione amministrativa,Firebird,Delibere,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Delibere,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Delibere,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Delibere,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Delibere,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Delibere,Cba informatica
C7,CN,Piemonte,Bilancio,Firebird,Delibere,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Delibere,Cba informatica
L7,BI,Piemonte,Salute,Microsoft SQL Server,Delibere,Padigitale
L7,FE,Emilia Romagna,Salute,Oracle,DELPHI,Newteam
L7,PG,Umbria,Salute,Oracle,Demetra,Noemalife
L7,IM,Liguria,Salute,Database Oracle,Demetra,Noemalife
L7,FE,Emilia Romagna,Salute,Oracle,Demetra,Noemalife
L7,BO,Emilia Romagna,Salute,Oracle,Demetra,Noemalife
L34,VI,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,VR,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,VE,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
C7,TO,Piemonte,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,PD,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,VR,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,MO,Emilia Romagna,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,RO,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
C7,TO,Piemonte,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,PD,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,RE,Emilia Romagna,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,IM,Liguria,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,UD,Friuli Venezia Giulia,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,FC,Emilia Romagna,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,PN,Friuli Venezia Giulia,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
C7,TO,Piemonte,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,VR,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,PR,Emilia Romagna,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,UD,Friuli Venezia Giulia,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,UD,Friuli Venezia Giulia,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,MO,Emilia Romagna,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,BO,Emilia Romagna,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,RE,Emilia Romagna,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,PR,Emilia Romagna,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,MO,Emilia Romagna,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,BO,Emilia Romagna,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Denaro ospiti,Cba informatica
L7,CI,Sardegna,Salute,"Oracle, Sql Server 2005",Diabetologia,Dedalus
L8,BG,Lombardia,Salute,Oracle,Diabetologia,Meteda
L7,CA,Sardegna,Salute,Microsoft SQL Server,Dicomed Broker,Ebit Aet
L8,PR,Emilia Romagna,Bilancio,Microsoft SQL Server,Diapason,Gruppo Formula SpA
L8,PZ,Basilicata,Salute,Microsoft SQL Server,Dicomed Broker,Ebit Aet
L7,CA,Sardegna,Salute,Microsoft SQL Server,Dicomed Media Production,Ebit Aet
L7,CA,Sardegna,Salute,Microsoft SQL Server,Dicomed Pacs,Ebit Aet
L8,PZ,Basilicata,Salute,Microsoft SQL Server,Dicomed Pacs,Ebit Aet
L8,BA,Puglia,Salute,Microsoft SQL Server,Dicomed Pacs,Esaote
L8,BO,Emilia Romagna,Salute,Oracle,Digistat,UMS
L8,BO,Emilia Romagna,Salute,Oracle,Digistat,UMS
L8,BO,Emilia Romagna,Salute,Microsoft SQL Server,Digistat,UMS
L7,VE,Veneto,Salute,Microsoft SQL Server,Digistat Rianimazione,UMS
L7,VE,Veneto,Salute,Microsoft SQL Server,Digistat SaleOperatorie,UMS
L34,MB,Lombardia,Salute,Mysql,DIGITAL SIGN,DIGITAL SIGN COORPORATION
L8,MI,Lombardia,Bilancio,Oracle,DigitGO,GPI
L7,PI,Toscana,Salute,Oracle,Dnweb,Noemalife
L7,MN,Lombardia,Salute,Oracle,Dipendenze,L. MOLTENI E C. DEI F.LLI ALITTI SOC. DI ESERCIZIO S.P.A. UNIP
L7,MI,Lombardia,Salute,Mysql,Dipendenze,Molteni Farmaceutici Spa
L7,LO,Lombardia,Reportistica,Oracle,Discoverer,Santer Reply
L7,CZ,Calabria,Salute,"Oracle , SAS , MySql",DISCOVERER-FM,Santer Reply
L7,PG,Umbria,Salute,Mysql,Disiweb,Azienda USL Umbria 1
L7,SV,Liguria,Salute,Oracle,DNWEB2,Noemalife
L8,TR,Umbria,Salute,Microsoft access,Ditro Accettazione,Az.Osp. S.Maria di Terni
L8,BO,Emilia Romagna,Salute,Oracle,DMR,Engineering
L8,BO,Emilia Romagna,Salute,Oracle,Dnlab,Noemalife
L7,RO,Veneto,Salute,Oracle,Dnlab,Noemalife
L8,MN,Lombardia,Salute,Oracle,Dnlab,Noemalife
L7,BI,Piemonte,Salute,Oracle,Dnlab,Noemalife
L7,BO,Emilia Romagna,Salute,Oracle,Dnlab,Noemalife
L7,SV,Liguria,Salute,Oracle,Dnlab,Noemalife
L7,TE,Abruzzo,Salute,Oracle Home 10 g,Dnlab,Noemalife
L7,CA,Sardegna,Salute,Oracle,Dnlab,Noemalife
L7,TP,Sicilia,Salute,Oracle,Dnlab,Noemalife
L8,BA,Puglia,Salute,Oracle,Dnlab,Noemalife
L7,OG,Sardegna,Salute,Oracle,Dnlab,Noemalife
L8,CA,Sardegna,Salute,Oracle,Dnlab,Noemalife
L8,PR,Emilia Romagna,Salute,Oracle,Dnlab,Noemalife
L7,PI,Toscana,Salute,Oracle,Dnlab,Noemalife
L8,MB,Lombardia,Salute,Oracle,Dnlab / DnTerritorio / DnWEB,Noemalife
L8,BO,Emilia Romagna,Salute,Oracle,DnLab/DnWeb,Noemalife
L8,BO,Emilia Romagna,Salute,Oracle,DnLab/DnWeb,Noemalife
L7,AQ,Abruzzo,Salute,Oracle,DNTerritorio,Noemalife
L7,BI,Piemonte,Salute,Oracle,DNTerritorio,Noemalife
L7,PI,Toscana,Salute,Oracle,DNTerritorio,Noemalife
L8,BO,Emilia Romagna,Salute,Oracle,Dnweb,Noemalife
L7,AQ,Abruzzo,Salute,Oracle,Dnweb,Noemalife
L8,MN,Lombardia,Salute,Oracle,Dnweb,Noemalife
L7,TP,Sicilia,Salute,Oracle,Dnweb,Noemalife
L7,MI,Lombardia,Altro: amministrazione,Mysql,DOCMA,ASL Milano 2
L7,CN,Piemonte,Salute,Microsoft SQL Server,DocsPA,NTT Data
L34,UD,Friuli Venezia Giulia,Lavoro,Microsoft SQL Server,DOCUMENTI,Nord Est Systems S.r.l.
L7,MN,Lombardia,Salute,Microsoft SQL Server,Domusmed,STUDIOSOFT INFORMATICA S.r.l.
L7,MN,Lombardia,Salute,Firebird,Dossier,STUDIOSOFT INFORMATICA S.r.l.
L8,PZ,Basilicata,Salute,Sql,Dossier Sanitario,Regione Basilicata
L7,PZ,Basilicata,Salute,Mysql,Dossier Sanitario,Regione Basilicata
L8,PZ,Basilicata,Salute,Mysql,Dossier Sanitario,Regione Basilicata
L7,PZ,Basilicata,Salute,Sql,Dossier Sanitario,Regione Basilicata
L8,PZ,Basilicata,Salute,Sql,Dossier Sanitario,Regione Basilicata
L7,PZ,Basilicata,Salute,Sql,Dossier Sanitario,Regione Basilicata
L8,PZ,Basilicata,Salute,Sql,Dossier Sanitario,Regione Basilicata
L7,PZ,Basilicata,Salute,Sql,Dossier Sanitario,Regione Basilicata
L8,PZ,Basilicata,Salute,Sql,Dossier Sanitario,Regione Basilicata
L7,PZ,Basilicata,Salute,Sql,Dossier Sanitario,Regione Basilicata
L8,PZ,Basilicata,Salute,Sql,Dossier Sanitario,Regione Basilicata
L7,PZ,Basilicata,Salute,Sql,Dossier Sanitario,Regione Basilicata
L8,PZ,Basilicata,Salute,Sql,Dossier Sanitario,Regione Basilicata
